timestamp,temp,pressure,humidity,wind_speed,weather_code
1753099200,26.84,1006,57,2.82,802
1753102800,27.95,1005,56,2.04,801
1753106400,28.5,1005,51,1.24,802
1753110000,27.95,1005,56,1.85,803
1753113600,27.95,1005,52,1.92,803
1753117200,26.69,1005,54,1.44,803
1753120800,25.75,1006,59,1.75,803
1753124400,24.61,1006,67,2.16,803
1753128000,23.5,1006,74,2.13,803
1753131600,22.39,1006,77,2.37,804
1753135200,21.84,1006,80,2.63,804
1753138800,20.73,1005,82,2.81,804
1753142400,20.17,1005,84,2.7,804
1753146000,20.17,1005,85,2.84,801
1753149600,19.61,1004,86,2.87,803
1753153200,19.06,1004,87,2.67,803
1753156800,19.06,1004,88,2.62,803
1753160400,20.73,1004,85,2.98,803
1753164000,22.39,1004,81,3.34,802
1753167600,24.61,1004,73,3.81,804
1753171200,25.73,1004,72,3.7,803
1753174800,24.18,1004,76,3.9,500
1753178400,23.53,1004,84,4.33,500
1753182000,20.73,1004,93,5.94,500
1753185600,20.73,1004,94,6.44,803
1753189200,19.61,1005,92,7.59,804
1753192800,18.5,1006,93,7.79,804
1753196400,24.11,1006,83,6.38,804
1753200000,24.78,1006,79,4.69,804
1753203600,20.73,1006,89,4.03,804
